#Cloud,Name,Av,alpha,T_bol,L_bol,alphaPrime,TbolPrime,LbolPrime,likelyAGB,RA,DEC,Class
Chamaeleon_II,J130827.1-774323,4.3,-1.2,2100.0,0.018,-1.6,3200.0,0.048,N,197.11291666666665,-77.72305555555556,II
Chamaeleon_II,J130950.3-775723,0.8,-1.1,2200.0,0.4,-1.3,2400.0,0.48,N,197.4595833333333,-77.9563888888889,II
Chamaeleon_III,J123059.4-800511,4.6,1.4,200.0,0.016,1.28,280.0,0.017,N,187.7475,-80.08638888888889,0+I
Chamaeleon_III,J123754.2-802130,4.9,-2.2,1800.0,0.11,-2.35,2000.0,0.2,N,189.47583333333336,-80.35833333333333,III
Chamaeleon_III,J124008.0-803155,4.1,-2.3,1900.0,5.0,-2.56,2000.0,8.7,N,190.03333333333336,-80.53194444444445,III
Chamaeleon_III,J124355.0-795748,4.8,-2.4,1900.0,0.62,-2.76,2100.0,1.2,N,190.97916666666666,-79.96333333333334,III
Corona_Australis,J185639.7-370720,0.8,-1.2,2300.0,0.11,-1.38,2400.0,0.13,N,284.16541666666666,-37.12222222222222,II
Corona_Australis,J185752.6-371440,7.9,1.7,210.0,0.081,1.52,4500.0,0.38,N,284.46916666666664,-37.24444444444445,0+I
Corona_Australis,J185943.9-370400,7.9,-0.2,1000.0,0.002,-0.33,1500.0,0.0041,N,284.9329166666667,-37.06666666666667,II
Corona_Australis,J185950.9-370631,3.3,-1.5,2100.0,0.0082,-1.74,2500.0,0.015,N,284.96208333333334,-37.10861111111111,III
Corona_Australis,J190015.5-365757,7.9,0.5,620.0,0.0031,0.29,840.0,0.0049,N,285.0645833333333,-36.965833333333336,Flat
Corona_Australis,J190029.0-365603,2.2,-1.6,2500.0,0.14,-2.05,3200.0,0.25,N,285.12083333333334,-36.93416666666666,III
Corona_Australis,J190038.9-365814,9.2,-2.1,1800.0,0.05,-2.33,3000.0,0.24,N,285.1620833333333,-36.970555555555556,III
Corona_Australis,J190045.3-371148,1.2,-0.9,2200.0,0.018,-1.32,2300.0,0.023,N,285.18875,-37.196666666666665,II
Corona_Australis,J190058.0-364505,2.1,-1.0,2400.0,0.21,-1.95,3000.0,0.36,N,285.2416666666666,-36.75138888888889,III
Corona_Australis,J190059.7-364711,3.1,-1.0,1800.0,0.0081,-1.29,2600.0,0.014,N,285.24875,-36.78638888888889,II
Corona_Australis,J190103.2-370339,7.9,-1.8,6000.0,18.0,-2.64,7900.0,-999.0,N,285.2633333333333,-37.06083333333333,III
Corona_Australis,J190116.2-365628,1.4,-1.2,2300.0,0.019,-1.45,2600.0,0.025,N,285.3175,-36.941111111111105,II
Corona_Australis,J190118.9-365828,8.4,-0.9,1600.0,0.051,-1.47,3100.0,0.22,N,285.32875,-36.974444444444444,II
Corona_Australis,J190129.0-370148,1.0,-2.1,2600.0,0.058,-2.26,2900.0,0.074,N,285.37083333333334,-37.03,III
Corona_Australis,J190132.3-365803,13.9,-1.2,1300.0,0.017,-1.71,1800.0,0.067,N,285.3845833333333,-36.9675,III
Corona_Australis,J190133.8-365744,16.9,-0.7,900.0,0.065,-1.31,1500.0,0.26,N,285.3908333333333,-36.96222222222222,II
Corona_Australis,J190136.2-365803,15.0,-0.3,900.0,0.00095,-0.87,1600.0,0.0032,N,285.4008333333333,-36.9675,II
Corona_Australis,J190140.4-365142,13.9,-0.7,1100.0,0.047,-1.53,1700.0,0.17,N,285.4183333333333,-36.861666666666665,II
Corona_Australis,J190148.0-365722,7.9,0.8,93.0,4.4,1.01,130.0,4.7,Y,285.45,-36.95611111111111,0+I
Corona_Australis,J190148.4-365714,7.9,1.4,17.0,3.7,1.19,23.0,3.7,Y,285.45166666666665,-36.95388888888889,0+I
Corona_Australis,J190151.1-365412,14.6,-0.7,1000.0,0.026,-1.12,1600.0,0.091,N,285.4629166666667,-36.90333333333333,II
Corona_Australis,J190151.8-371044,7.9,-1.5,660.0,0.001,-1.61,680.0,0.0015,N,285.4658333333333,-37.178888888888885,III
Corona_Australis,J190153.7-370033,1.5,-1.1,19.0,1.4,-1.29,23.0,1.4,Y,285.47375,-37.009166666666665,II
Corona_Australis,J190155.6-365651,7.9,0.6,350.0,0.036,0.46,370.0,0.048,N,285.4816666666666,-36.9475,0+I
Corona_Australis,J190157.2-365205,8.1,-0.5,1200.0,0.0012,-0.76,1600.0,0.0026,N,285.48833333333334,-36.86805555555556,II
Corona_Australis,J190206.8-365841,4.9,-0.8,2300.0,0.0035,-1.02,7700.0,0.057,N,285.5283333333333,-36.97805555555556,II
Corona_Australis,J190210.4-365344,6.9,-2.2,2100.0,0.011,-2.54,6100.0,0.12,N,285.5433333333333,-36.89555555555555,III
Corona_Australis,J190212.0-370309,2.5,-1.3,2200.0,0.013,-1.62,2600.0,0.021,N,285.55,-37.052499999999995,III
Corona_Australis,J190214.6-370032,21.6,-0.6,890.0,0.0071,-1.22,1400.0,0.035,N,285.56083333333333,-37.00888888888889,II
Corona_Australis,J190227.0-365813,3.3,-1.4,2300.0,0.65,-1.68,3800.0,1.6,N,285.6125,-36.97027777777778,III
Corona_Australis,J190233.0-365821,7.1,-1.1,1600.0,0.38,-1.23,5300.0,3.2,N,285.6375,-36.972500000000004,II
Corona_Australis,J190256.8-370719,7.9,0.2,280.0,0.00044,0.0,300.0,0.00056,N,285.7366666666666,-37.121944444444445,Flat
Corona_Australis,J190301.0-370753,7.9,0.1,650.0,0.0075,0.09,740.0,0.011,N,285.75416666666666,-37.13138888888889,Flat
Corona_Australis,J190309.1-365722,8.1,-2.0,2000.0,0.22,-2.36,4300.0,1.4,N,285.78791666666666,-36.95611111111111,III
Corona_Australis,J190311.8-370902,2.1,-1.5,2300.0,0.044,-1.79,2600.0,0.067,N,285.7991666666667,-37.150555555555556,III
Corona_Australis,J190324.2-371507,14.3,-0.4,850.0,0.046,-0.91,1400.0,0.14,N,285.8508333333333,-37.25194444444445,II
Corona_Australis,J190355.2-370935,7.9,0.4,220.0,0.0041,0.23,250.0,0.005,N,285.97999999999996,-37.15972222222222,Flat
Corona_Australis,J185856.4-370737,4.3,-2.2,2200.0,1.1,-2.47,2600.0,2.3,N,284.73499999999996,-37.12694444444445,III
Corona_Australis,J190023.4-371224,2.1,-1.0,5400.0,0.68,-1.32,5800.0,3.3,N,285.09749999999997,-37.20666666666667,II
Corona_Australis,J190125.7-365919,10.8,-1.4,1500.0,0.22,-1.63,7000.0,7.4,N,285.3570833333333,-36.98861111111111,III
Corona_Australis,J190141.6-365952,8.4,-1.0,1700.0,0.41,-1.52,6000.0,8.7,N,285.42333333333335,-36.99777777777778,II
Corona_Australis,J190150.4-365638,28.0,-0.4,830.0,0.11,-1.0,6800.0,-999.0,N,285.46,-36.943888888888885,II
Corona_Australis,J190158.5-365708,7.9,0.9,13.0,6.9,0.71,15.0,7.0,Y,285.49375,-36.952222222222225,0+I
Corona_Australis,J190258.6-370735,7.9,1.7,61.0,1.2,1.49,66.0,1.3,Y,285.7441666666667,-37.12638888888889,0+I
Corona_Australis,J190316.0-371408,9.4,-0.4,1100.0,0.25,-0.71,6700.0,3.4,N,285.81666666666666,-37.23555555555556,II
Corona_Australis,J190153.6-365708,7.9,-2.6,890.0,51.0,-3.04,1200.0,92.0,N,285.4733333333333,-36.952222222222225,III
Corona_Australis,J190108.6-365720,7.9,-0.8,1000.0,3.5,-1.22,1500.0,6.9,Y,285.2858333333333,-36.955555555555556,II
Corona_Australis,J190158.7-365749,7.9,-0.4,900.0,2.6,-0.88,1300.0,4.8,N,285.4945833333333,-36.96361111111111,II
Corona_Australis,J190306.8-371249,7.9,0.4,460.0,8.8,-0.22,610.0,13.0,Y,285.7783333333333,-37.21361111111111,Flat
Corona_Australis,J190140.8-365233,7.9,-0.8,1800.0,1.5,-1.68,2300.0,4.7,N,285.41999999999996,-36.87583333333333,III
Corona_Australis,J190150.6-365809,7.9,0.9,210.0,15.0,0.96,270.0,17.0,Y,285.4608333333333,-36.969166666666666,0+I
Corona_Australis,J190141.5-365831,7.9,0.8,270.0,7.1,0.27,390.0,8.5,Y,285.42291666666665,-36.97527777777778,Flat
Corona_Australis,J190155.3-365721,7.9,2.6,260.0,0.44,2.47,310.0,0.53,Y,285.48041666666666,-36.95583333333334,0+I
Corona_Australis,J190156.4-365728,7.9,2.8,200.0,1.4,2.56,210.0,1.8,Y,285.48499999999996,-36.95777777777778,0+I
IC5146,J214356.1+474808,1.2,-1.2,5100.0,11.0,-1.91,5900.0,25.0,N,325.98375,47.80222222222222,III
IC5146,J214443.0+474643,3.6,0.6,300.0,0.07,0.57,310.0,0.078,N,326.1791666666667,47.77861111111111,0+I
IC5146,J214444.4+474649,8.0,-0.4,350.0,13.0,-0.91,3500.0,30.0,N,326.185,47.780277777777776,II
IC5146,J214448.3+474459,3.6,1.8,37.0,3.3,1.85,39.0,3.4,N,326.20125,47.749722222222225,0+I
IC5146,J214449.1+474621,1.8,-0.8,1900.0,1.8,-0.96,2500.0,2.5,N,326.20458333333335,47.7725,II
IC5146,J214451.7+474044,3.6,1.1,420.0,0.22,1.01,1700.0,0.32,N,326.21541666666667,47.678888888888885,0+I
IC5146,J214452.0+474030,3.6,1.6,76.0,20.0,1.53,79.0,21.0,N,326.21666666666664,47.675,0+I
IC5146,J214452.3+474455,3.5,-0.9,1900.0,0.21,-1.19,3100.0,0.46,N,326.21791666666667,47.74861111111111,II
IC5146,J214453.2+474607,3.5,-1.2,1700.0,0.54,-1.21,2200.0,0.9,N,326.2216666666667,47.76861111111111,II
IC5146,J214453.4+474048,8.0,-0.7,1600.0,0.88,-0.96,5900.0,12.0,N,326.2225,47.68,II
IC5146,J214453.9+474543,3.6,0.8,800.0,0.5,0.45,1300.0,0.69,N,326.2245833333333,47.761944444444445,0+I
IC5146,J214457.0+474152,3.6,0.1,570.0,0.31,0.17,590.0,0.37,N,326.2375,47.69777777777777,Flat
IC5146,J214501.5+474122,4.0,-0.9,2000.0,0.78,-1.82,2900.0,1.7,N,326.25624999999997,47.68944444444444,III
IC5146,J214502.6+473307,3.6,1.2,110.0,3.1,1.12,110.0,3.2,N,326.2608333333333,47.551944444444445,0+I
IC5146,J214502.9+474229,4.0,-1.2,1900.0,0.41,-1.64,2400.0,0.79,N,326.26208333333335,47.70805555555556,III
IC5146,J214508.3+473305,3.6,0.7,140.0,13.0,0.2,170.0,13.0,N,326.28458333333333,47.55138888888889,Flat
IC5146,J214527.8+474550,3.6,0.4,1200.0,0.043,0.41,3700.0,0.11,N,326.36583333333334,47.763888888888886,0+I
IC5146,J214531.2+473621,3.6,0.1,200.0,6.0,0.56,230.0,6.4,N,326.38,47.60583333333334,0+I
IC5146,J214541.0+473707,4.0,-0.9,1400.0,0.45,-1.15,1500.0,0.67,N,326.42083333333335,47.618611111111115,II
IC5146,J214557.1+471931,7.0,-1.1,1300.0,0.2,-1.39,1600.0,0.39,N,326.4879166666667,47.32527777777778,II
IC5146,J214558.5+473601,3.6,0.8,150.0,7.4,1.1,170.0,7.8,Y,326.49375000000003,47.60027777777778,0+I
IC5146,J214605.7+472048,3.0,-1.1,1400.0,0.16,-0.98,2100.0,0.24,N,326.52375,47.34666666666667,II
IC5146,J214622.0+473500,4.0,-1.5,1500.0,0.16,-1.79,1700.0,0.24,N,326.59166666666664,47.583333333333336,III
IC5146,J214626.6+474415,2.0,-1.1,3100.0,14.0,-1.05,5300.0,36.0,N,326.61083333333335,47.737500000000004,II
IC5146,J214641.3+473431,3.0,-0.4,1200.0,3.0,-0.46,1600.0,4.2,N,326.6720833333333,47.57527777777778,II
IC5146,J214646.7+473555,6.0,-2.0,1900.0,32.0,-2.38,2300.0,81.0,N,326.69458333333336,47.59861111111111,III
IC5146,J214649.2+474508,2.5,-2.4,4000.0,16.0,-2.63,5500.0,69.0,N,326.705,47.75222222222222,III
IC5146,J214703.0+473314,3.6,0.6,500.0,0.68,0.57,530.0,0.8,N,326.7625,47.553888888888885,0+I
IC5146,J214706.0+473939,3.6,0.4,300.0,0.087,0.4,310.0,0.097,N,326.775,47.66083333333333,0+I
IC5146,J214710.8+473204,8.0,-0.7,850.0,0.034,-0.93,940.0,0.054,N,326.795,47.53444444444444,II
IC5146,J214720.6+473203,8.0,-0.7,990.0,95.0,-1.06,2500.0,240.0,N,326.8358333333333,47.534166666666664,II
IC5146,J214721.2+473226,3.6,0.3,450.0,0.29,0.27,470.0,0.33,N,326.83833333333337,47.54055555555556,Flat
IC5146,J214722.6+473205,3.6,0.8,260.0,0.49,0.78,260.0,0.54,N,326.8441666666667,47.53472222222222,0+I
IC5146,J214722.7+473214,3.6,0.7,86.0,35.0,0.61,90.0,36.0,Y,326.84458333333333,47.53722222222222,0+I
IC5146,J214728.7+473217,3.6,-0.1,590.0,0.44,0.07,620.0,0.52,N,326.8695833333333,47.53805555555555,Flat
IC5146,J214732.9+473208,20.0,-0.4,820.0,0.33,-1.06,1200.0,1.2,N,326.88708333333335,47.535555555555554,II
IC5146,J214734.2+473205,7.5,-0.4,1100.0,8.9,-0.92,1800.0,19.0,N,326.89250000000004,47.53472222222222,II
IC5146,J214755.6+473711,3.6,1.0,340.0,0.31,0.92,340.0,0.35,N,326.9816666666667,47.61972222222222,0+I
IC5146,J214759.2+473626,3.6,1.3,91.0,8.6,1.15,97.0,8.9,N,326.99666666666667,47.60722222222223,0+I
IC5146,J215214.3+471454,3.6,0.7,500.0,0.19,0.45,540.0,0.23,N,328.05958333333336,47.248333333333335,0+I
IC5146,J215219.2+471555,5.0,-1.1,1400.0,0.17,-1.24,1900.0,0.31,N,328.08,47.265277777777776,II
IC5146,J215219.6+471438,4.0,-1.3,2000.0,0.65,-1.56,3000.0,1.5,N,328.08166666666665,47.24388888888889,II
IC5146,J215230.7+471406,1.5,-1.0,2000.0,2.6,-1.09,2500.0,3.6,N,328.1279166666667,47.235,II
IC5146,J215232.6+471346,0.7,-1.0,2400.0,2.6,-1.04,2600.0,3.0,N,328.1358333333333,47.22944444444445,II
IC5146,J215232.7+471409,2.7,-1.1,2100.0,2.2,-1.39,2900.0,3.9,N,328.13624999999996,47.23583333333333,II
IC5146,J215233.2+471050,3.5,-0.9,2000.0,0.39,-1.11,2900.0,0.79,N,328.1383333333333,47.18055555555555,II
IC5146,J215234.0+471343,2.0,-1.2,2800.0,120.0,-1.05,4800.0,280.0,N,328.14166666666665,47.228611111111114,II
IC5146,J215234.5+471440,2.5,-0.7,2100.0,1.5,-1.21,2800.0,2.5,N,328.14375,47.24444444444445,II
IC5146,J215236.1+471156,4.0,-1.1,2100.0,0.47,-1.57,3100.0,1.1,N,328.1504166666667,47.19888888888889,II
IC5146,J215236.5+471436,2.5,-1.2,1900.0,2.0,-1.26,2600.0,3.2,N,328.15208333333334,47.24333333333333,II
IC5146,J215237.7+471438,3.6,0.6,100.0,14.0,0.58,120.0,14.0,N,328.15708333333333,47.24388888888889,0+I
IC5146,J215239.7+471110,6.0,-1.5,2100.0,0.32,-1.75,3200.0,1.1,N,328.16541666666666,47.18611111111111,III
IC5146,J215241.2+471252,2.0,-1.2,2300.0,0.74,-1.31,3000.0,1.2,N,328.1716666666667,47.214444444444446,II
IC5146,J215242.7+471209,2.0,-0.8,2200.0,0.66,-1.17,2700.0,1.0,N,328.17791666666665,47.2025,II
IC5146,J215242.7+471013,0.8,-1.0,2500.0,1.1,-1.13,2800.0,1.3,N,328.17791666666665,47.17027777777778,II
IC5146,J215245.4+471039,5.5,-1.5,2100.0,0.34,-1.85,3100.0,1.0,N,328.18916666666667,47.177499999999995,III
IC5146,J215246.5+471249,3.6,-0.2,2100.0,2.3,-0.73,4300.0,7.3,N,328.19375,47.21361111111111,II
IC5146,J215249.5+471217,3.0,-1.0,2100.0,0.47,-1.3,3000.0,0.89,N,328.20625,47.20472222222222,II
IC5146,J215250.1+471220,2.0,-0.9,1800.0,0.52,-0.81,2400.0,0.74,N,328.20875,47.205555555555556,II
IC5146,J215257.0+471522,6.0,-0.7,900.0,0.06,-0.83,1000.0,0.088,N,328.2375,47.25611111111111,II
IC5146,J215259.1+471628,2.0,-2.2,4500.0,8.1,-2.38,5600.0,28.0,N,328.24625,47.27444444444444,III
IC5146,J215303.9+472330,1.0,-0.9,2400.0,2.4,-1.11,2900.0,3.1,N,328.26625,47.391666666666666,II
IC5146,J215306.9+471434,3.6,0.3,610.0,0.28,0.46,650.0,0.33,N,328.27875,47.24277777777778,0+I
IC5146,J215307.5+472444,0.5,-0.9,2500.0,4.9,-1.2,2700.0,5.6,N,328.28125,47.41222222222222,II
IC5146,J215308.4+471253,4.0,-1.5,1800.0,0.47,-1.55,2700.0,0.95,N,328.28499999999997,47.21472222222223,II
IC5146,J215308.6+471247,3.0,-0.6,1900.0,0.76,-1.02,2700.0,1.4,N,328.2858333333333,47.213055555555556,II
IC5146,J215318.4+471420,4.0,-0.8,1900.0,0.64,-1.36,2800.0,1.4,N,328.32666666666665,47.23888888888889,II
IC5146,J215320.3+471257,2.0,-1.0,2200.0,0.69,-1.35,2900.0,1.1,N,328.33458333333334,47.215833333333336,II
IC5146,J215322.6+472817,1.5,-0.9,2300.0,0.36,-1.25,2800.0,0.5,N,328.3441666666667,47.47138888888889,II
IC5146,J215322.7+471423,4.0,-0.7,1900.0,0.47,-1.25,2900.0,1.0,N,328.34458333333333,47.23972222222222,II
IC5146,J215323.0+471408,2.0,-1.2,2200.0,0.91,-1.41,2800.0,1.4,N,328.3458333333333,47.23555555555556,II
IC5146,J215324.9+471529,5.0,-0.7,1400.0,0.82,-0.97,2300.0,1.6,N,328.35375,47.25805555555556,II
IC5146,J215325.0+471622,3.6,0.2,860.0,0.39,0.14,1600.0,0.56,N,328.3541666666667,47.272777777777776,Flat
IC5146,J215326.3+471543,2.0,-1.3,2000.0,2.0,-1.37,2600.0,3.0,N,328.3595833333333,47.261944444444445,II
IC5146,J215327.1+471658,3.5,-1.5,2200.0,2.5,-1.85,3100.0,5.5,N,328.36291666666665,47.282777777777774,III
IC5146,J215327.3+471450,3.5,-0.7,1700.0,1.2,-0.92,2500.0,2.1,N,328.36375,47.24722222222222,II
IC5146,J215327.7+471511,2.0,-1.6,2300.0,1.5,-1.77,3000.0,2.5,N,328.3654166666667,47.253055555555555,III
IC5146,J215328.3+471543,3.6,2.2,280.0,0.9,2.19,710.0,1.1,N,328.36791666666664,47.261944444444445,0+I
IC5146,J215328.6+471551,3.6,1.2,470.0,2.5,0.55,640.0,3.0,N,328.3691666666666,47.26416666666667,0+I
IC5146,J215328.8+471613,4.5,-0.7,1300.0,6.3,-0.71,2100.0,11.0,N,328.37,47.27027777777778,II
IC5146,J215328.9+471537,3.6,-0.9,1100.0,0.68,-1.37,1300.0,0.92,N,328.37041666666664,47.26027777777778,II
IC5146,J215328.9+471652,6.0,-0.8,1600.0,1.9,-1.22,2700.0,5.1,N,328.37041666666664,47.28111111111111,II
IC5146,J215329.6+471354,0.7,-0.6,2100.0,2.6,-0.68,2400.0,3.0,N,328.37333333333333,47.23166666666667,II
IC5146,J215330.2+471603,4.0,-0.8,1500.0,0.74,-0.77,2300.0,1.3,N,328.37583333333333,47.2675,II
IC5146,J215330.3+471313,1.0,-1.1,2300.0,5.7,-1.34,2600.0,7.1,N,328.37625,47.22027777777778,II
IC5146,J215330.4+471310,3.6,-0.2,2600.0,1.9,-0.3,5700.0,13.0,N,328.37666666666667,47.21944444444445,Flat
IC5146,J215330.5+471444,2.0,-0.9,2100.0,0.87,-1.23,2700.0,1.3,N,328.37708333333336,47.245555555555555,II
IC5146,J215330.8+471606,11.0,-0.5,1500.0,1.4,-1.21,6100.0,38.0,N,328.37833333333333,47.26833333333333,II
IC5146,J215331.4+472217,3.6,1.1,420.0,2.7,1.41,430.0,3.0,N,328.3808333333333,47.37138888888889,0+I
IC5146,J215331.6+471628,4.0,-0.7,1300.0,0.28,-0.87,1500.0,0.41,N,328.38166666666666,47.27444444444444,II
IC5146,J215331.8+471614,4.0,-0.9,1500.0,0.79,-0.95,2200.0,1.4,N,328.3825,47.27055555555555,II
IC5146,J215332.0+471603,4.0,-0.5,1400.0,0.9,-0.85,2200.0,1.6,N,328.3833333333333,47.2675,II
IC5146,J215333.0+471439,3.6,-0.1,930.0,0.79,-0.18,1300.0,1.1,N,328.3875,47.244166666666665,Flat
IC5146,J215333.0+471609,2.0,-1.3,2500.0,2.3,-1.74,3200.0,3.9,N,328.3875,47.26916666666666,III
IC5146,J215333.1+471418,3.6,1.2,220.0,4.5,1.06,230.0,5.0,N,328.3879166666667,47.23833333333334,0+I
IC5146,J215333.2+471341,5.0,-0.8,1700.0,1.2,-1.21,2700.0,2.8,N,328.3883333333333,47.22805555555556,II
IC5146,J215333.4+471116,3.0,-0.9,1900.0,0.49,-1.22,2400.0,0.82,N,328.38916666666665,47.187777777777775,II
IC5146,J215333.9+471724,3.6,1.0,410.0,0.5,0.83,440.0,0.58,N,328.39124999999996,47.29,0+I
IC5146,J215334.0+471555,3.0,-0.6,1700.0,1.1,-0.67,2500.0,1.8,N,328.39166666666665,47.265277777777776,II
IC5146,J215334.1+471604,4.5,-1.2,2000.0,0.5,-1.76,3000.0,1.2,N,328.3920833333333,47.26777777777777,III
IC5146,J215334.7+472044,3.6,0.2,640.0,5.6,-0.07,700.0,6.8,N,328.39458333333334,47.345555555555556,Flat
IC5146,J215335.7+471226,7.0,-1.2,1700.0,0.35,-1.69,3000.0,1.1,N,328.39875,47.20722222222223,III
IC5146,J215335.8+471212,7.0,-0.9,1300.0,0.73,-1.2,1500.0,1.4,N,328.3991666666667,47.20333333333333,II
IC5146,J215336.2+471027,3.6,-0.1,830.0,0.46,-0.31,950.0,0.58,N,328.4008333333333,47.174166666666665,II
IC5146,J215336.3+471903,3.6,2.0,190.0,0.56,1.93,190.0,0.61,N,328.40125,47.3175,0+I
IC5146,J215337.0+471817,3.6,0.4,480.0,0.62,0.47,500.0,0.72,N,328.4041666666667,47.30472222222222,0+I
IC5146,J215338.2+471459,2.0,-0.4,1700.0,0.98,-0.74,2300.0,1.4,N,328.40916666666664,47.249722222222225,II
IC5146,J215338.3+471935,3.6,0.1,630.0,1.8,0.01,680.0,2.1,N,328.40958333333333,47.32638888888889,Flat
IC5146,J215338.4+471231,4.0,-1.2,1800.0,0.55,-1.21,2900.0,1.2,N,328.41,47.20861111111111,II
IC5146,J215338.7+471205,5.0,-0.9,1300.0,0.27,-1.08,1500.0,0.43,N,328.41125,47.20138888888889,II
IC5146,J215338.9+471327,7.0,-0.7,1100.0,0.28,-0.94,1400.0,0.5,N,328.4120833333333,47.22416666666667,II
IC5146,J215340.0+471526,1.5,-0.7,1700.0,1.7,-0.76,2200.0,2.2,N,328.4166666666667,47.257222222222225,II
IC5146,J215340.4+471508,3.0,-0.6,2000.0,0.79,-1.14,2800.0,1.5,N,328.4183333333333,47.25222222222222,II
IC5146,J215340.6+471649,3.5,-0.9,1800.0,1.8,-1.16,2600.0,3.4,N,328.4191666666666,47.280277777777776,II
IC5146,J215340.8+471542,3.0,-1.0,1900.0,1.2,-1.22,2500.0,2.0,N,328.41999999999996,47.26166666666666,II
IC5146,J215342.0+471426,3.6,-0.1,710.0,0.59,0.03,780.0,0.72,N,328.42499999999995,47.24055555555556,Flat
IC5146,J215342.1+471553,1.5,-0.9,1900.0,2.1,-0.94,2400.0,2.7,N,328.42541666666665,47.264722222222225,II
IC5146,J215342.5+471825,2.0,-0.6,1900.0,1.2,-0.87,2500.0,1.8,N,328.4270833333333,47.30694444444444,II
IC5146,J215345.2+471235,0.0,-1.0,2900.0,5.9,-1.45,2900.0,5.9,N,328.43833333333333,47.209722222222226,II
IC5146,J215346.5+471435,2.5,-1.1,2000.0,1.9,-1.2,2700.0,3.1,N,328.44375,47.24305555555556,II
IC5146,J215349.7+471351,3.6,0.7,500.0,0.45,0.46,540.0,0.52,N,328.45708333333334,47.23083333333334,0+I
IC5146,J215351.6+471648,4.0,-0.7,1300.0,0.56,-1.1,1500.0,0.82,N,328.465,47.28,II
IC5146,J215351.8+470711,1.5,-2.0,4600.0,21.0,-2.33,5700.0,53.0,N,328.46583333333336,47.11972222222222,III
IC5146,J215355.7+472030,3.6,1.6,710.0,2.0,1.54,3900.0,4.7,N,328.4820833333333,47.34166666666667,0+I
IC5146,J215357.9+471934,4.0,-1.0,2000.0,0.56,-1.38,2600.0,1.2,N,328.49125,47.32611111111112,II
IC5146,J215358.1+471445,3.6,0.9,310.0,0.19,0.86,320.0,0.22,N,328.4920833333333,47.24583333333334,0+I
IC5146,J215400.3+472522,0.0,-0.6,2100.0,2.1,-0.77,2100.0,2.1,N,328.50124999999997,47.422777777777775,II
IC5146,J215401.4+471421,1.5,-1.0,2500.0,2.0,-1.5,3100.0,3.0,N,328.5058333333333,47.23916666666667,II
IC5146,J215406.0+472205,1.0,-0.9,2200.0,0.38,-1.07,2500.0,0.46,N,328.525,47.36805555555556,II
IC5146,J215408.7+471357,0.0,-0.9,2600.0,0.83,-1.0,2600.0,0.83,N,328.53625,47.2325,II
IC5146,J215412.5+471435,1.0,-1.0,2300.0,0.2,-1.13,2800.0,0.25,N,328.5520833333333,47.24305555555556,II
IC5146,J215418.7+471209,3.6,-0.2,2900.0,9.1,-0.99,6300.0,70.0,N,328.5779166666667,47.2025,II
Lupus_I,J153803.1-331357,3.0,-2.2,2200.0,0.9,-2.39,2700.0,1.7,N,234.51291666666665,-33.2325,III
Lupus_I,J153848.3-344038,2.9,0.6,190.0,0.12,0.28,230.0,0.12,N,234.70125000000002,-34.67722222222222,Flat
Lupus_I,J153927.7-344617,1.0,-0.8,2700.0,0.94,-1.2,3300.0,1.3,Y,234.86541666666668,-34.771388888888886,II
Lupus_I,J153928.2-344618,2.0,-0.8,2100.0,0.24,-1.11,2600.0,0.36,Y,234.8675,-34.77166666666667,II
Lupus_I,J154214.5-341025,2.9,0.8,280.0,0.028,0.31,370.0,0.03,N,235.5604166666667,-34.17361111111111,0+I
Lupus_I,J154240.3-341343,9.0,-2.3,1900.0,0.31,-2.84,4800.0,2.7,N,235.66791666666666,-34.228611111111114,III
Lupus_I,J154301.2-340915,2.9,-0.2,770.0,0.0047,-0.31,880.0,0.0055,N,235.755,-34.15416666666667,II
Lupus_I,J154302.2-344406,2.9,0.2,780.0,0.0082,0.17,2800.0,0.013,N,235.75916666666666,-34.735,Flat
Lupus_I,J154457.9-342339,0.0,-1.4,2500.0,0.02,-1.57,2500.0,0.02,N,236.24125,-34.39416666666666,II
Lupus_I,J154506.3-341738,2.9,-0.3,690.0,0.027,-0.46,780.0,0.031,N,236.27625,-34.29388888888889,II
Lupus_I,J154508.8-341733,10.0,-0.9,1300.0,0.17,-1.24,3000.0,0.76,N,236.28666666666666,-34.2925,II
Lupus_I,J154517.4-341828,4.0,-1.2,1900.0,0.22,-1.26,3100.0,0.49,N,236.3225,-34.30777777777777,II
Lupus_I,J154518.5-342124,2.0,-1.0,2100.0,0.092,-1.14,2300.0,0.13,N,236.32708333333335,-34.35666666666667,II
Lupus_III,J160703.8-391111,2.9,0.1,1000.0,0.025,-0.18,1600.0,0.034,N,241.7658333333333,-39.186388888888885,Flat
Lupus_III,J160708.5-391407,2.9,0.1,660.0,0.12,0.11,780.0,0.14,N,241.78541666666666,-39.23527777777778,Flat
Lupus_III,J160710.0-391103,3.0,-1.0,2100.0,0.69,-1.23,3700.0,1.6,Y,241.79166666666663,-39.18416666666666,II
Lupus_III,J160711.6-390347,1.0,-2.0,2500.0,0.27,-2.12,2900.0,0.35,N,241.79833333333332,-39.06305555555555,III
Lupus_III,J160737.7-392138,0.0,-1.1,2300.0,0.031,-1.23,2300.0,0.031,N,241.90708333333333,-39.36055555555556,II
Lupus_III,J160752.3-385806,1.0,-1.3,2700.0,0.25,-1.51,3100.0,0.33,N,241.96791666666667,-38.968333333333334,II
